,full_id,osm_id,Y,X,status,power,fast_charging,cost,brand,level,geometry
369,n8829373444,8829373444,7266889.94862,2065410.13249992,unavailable,120,False,0.43,Tosuns Energy,Level 1,POINT (7266889.94862 2065410.13249992)
370,n8831417704,8831417704,6381859.87784636,2104856.36104175,unavailable,120,False,0.65,Eticanium Energy,Level 1,POINT (6381859.87784636 2104856.36104175)
371,n8839377706,8839377706,6324869.23675584,2220723.82076333,available,120,True,0.47,Tosuns Energy,Level 1,POINT (6324869.23675584 2220723.82076333)
372,n8842074095,8842074095,6581114.08923996,1751893.74802022,unavailable,229,False,0.34,Tosuns Energy,Level 2,POINT (6581114.08923996 1751893.74802022)
373,n8845473159,8845473159,6452376.03511346,2449416.92398862,available,120,True,0.27,Tosuns Energy,Level 1,POINT (6452376.03511346 2449416.92398862)
374,n8845753977,8845753977,6494347.08710645,1840916.87989133,available,480,False,0.47,Begum Energy,Level 3,POINT (6494347.08710645 1840916.87989133)
375,n8849299077,8849299077,7214697.13104052,2015156.7183612,unavailable,120,False,0.41,Eticanium Energy,Level 1,POINT (7214697.13104052 2015156.7183612)
376,n8856919043,8856919043,6655772.25293703,2508109.32400904,available,120,True,0.6,Eticanium Energy,Level 1,POINT (6655772.25293703 2508109.32400904)
377,n8857024388,8857024388,6694355.62531624,2358252.23888558,available,238,True,0.5,Tosuns Energy,Level 2,POINT (6694355.62531624 2358252.23888558)
378,n8865204290,8865204290,6457161.42484137,2450286.45166315,available,120,False,0.56,Eticanium Energy,Level 1,POINT (6457161.42484137 2450286.45166315)
379,n8865210575,8865210575,6671651.60659811,2510528.79748168,available,480,True,0.51,Begum Energy,Level 3,POINT (6671651.60659811 2510528.79748168)
380,n8865210576,8865210576,6671652.17613192,2510508.52620241,unavailable,120,True,0.57,S4M3T Energy,Level 1,POINT (6671652.17613192 2510508.52620241)
381,n8865210577,8865210577,6671653.54657283,2510488.97849983,available,120,False,0.21,Tosuns Energy,Level 1,POINT (6671653.54657283 2510488.97849983)
382,n8865210578,8865210578,6671654.06271297,2510469.08570682,available,120,False,0.3,Tosuns Energy,Level 1,POINT (6671654.06271297 2510469.08570682)
383,n8871577486,8871577486,7268766.82431544,2064286.74072663,unavailable,480,True,0.49,Tosuns Energy,Level 3,POINT (7268766.82431544 2064286.74072663)
384,n8907931860,8907931860,7261609.90647797,2066080.56526517,unavailable,480,True,0.23,S4M3T Energy,Level 3,POINT (7261609.90647797 2066080.56526517)
385,n8907937143,8907937143,7271171.51535073,2059042.34593197,available,239,True,0.52,S4M3T Energy,Level 2,POINT (7271171.51535073 2059042.34593197)
386,n8907937144,8907937144,7271189.10696202,2058996.0147599,available,120,True,0.57,Tosuns Energy,Level 1,POINT (7271189.10696202 2058996.0147599)
387,n8914328475,8914328475,7068217.85082527,1623272.06914803,unavailable,120,True,0.33,Tosuns Energy,Level 1,POINT (7068217.85082527 1623272.06914803)
388,n8917821822,8917821822,6462640.16326044,2224217.91694035,unavailable,480,True,0.65,Eticanium Energy,Level 3,POINT (6462640.16326044 2224217.91694035)
389,n8930334717,8930334717,7064443.04301363,1619021.93551734,available,120,False,0.22,Eticanium Energy,Level 1,POINT (7064443.04301363 1619021.93551734)
390,n8930492117,8930492117,7061892.85933905,1620762.95008945,unavailable,480,True,0.37,Eticanium Energy,Level 3,POINT (7061892.85933905 1620762.95008945)
391,n8930752595,8930752595,7175510.42592608,2548569.72877174,unavailable,120,True,0.48,Begum Energy,Level 1,POINT (7175510.42592608 2548569.72877174)
392,n8930822017,8930822017,7206629.80791934,1801898.05140245,available,480,False,0.69,Eticanium Energy,Level 3,POINT (7206629.80791934 1801898.05140245)
393,n8933147871,8933147871,6634153.44841682,1804739.4034813,available,480,True,0.63,Begum Energy,Level 3,POINT (6634153.44841682 1804739.4034813)
394,n8933803117,8933803117,7243672.17745326,2164653.23965397,available,120,True,0.22,Eticanium Energy,Level 1,POINT (7243672.17745326 2164653.23965397)
395,n8935615656,8935615656,6862316.07113901,2362830.15275691,available,210,True,0.42,S4M3T Energy,Level 2,POINT (6862316.07113901 2362830.15275691)
396,n8935671617,8935671617,7236696.51007058,2075267.10605534,unavailable,120,True,0.46,Tosuns Energy,Level 1,POINT (7236696.51007058 2075267.10605534)
397,n8942383662,8942383662,7316167.34661839,1953480.62202904,available,219,True,0.32,Begum Energy,Level 2,POINT (7316167.34661839 1953480.62202904)
398,n8946867045,8946867045,6491439.69833235,2117943.95980338,unavailable,120,False,0.67,Tosuns Energy,Level 1,POINT (6491439.69833235 2117943.95980338)
399,n8952015122,8952015122,7104355.65825011,1927908.69822223,unavailable,120,False,0.68,S4M3T Energy,Level 1,POINT (7104355.65825011 1927908.69822223)
400,n8960496766,8960496766,6641815.46925192,2324763.47326864,unavailable,218,False,0.64,Tosuns Energy,Level 2,POINT (6641815.46925192 2324763.47326864)
401,n8961819537,8961819537,6929085.01326199,1823129.9399578,unavailable,120,True,0.21,S4M3T Energy,Level 1,POINT (6929085.01326199 1823129.9399578)
402,n8972805366,8972805366,6532225.22589782,1832068.54997808,unavailable,120,True,0.2,Eticanium Energy,Level 1,POINT (6532225.22589782 1832068.54997808)
403,n8974975874,8974975874,6452084.0139864,2205534.82171009,available,120,False,0.69,Eticanium Energy,Level 1,POINT (6452084.0139864 2205534.82171009)
404,n8990704383,8990704383,7158481.23336845,2398488.29034654,available,480,False,0.33,Eticanium Energy,Level 3,POINT (7158481.23336845 2398488.29034654)
405,n8991350187,8991350187,6829543.45308418,2479354.80935629,available,208,False,0.21,Eticanium Energy,Level 2,POINT (6829543.45308418 2479354.80935629)
406,n8991393660,8991393660,7200226.89436434,2159361.62313132,unavailable,480,False,0.53,S4M3T Energy,Level 3,POINT (7200226.89436434 2159361.62313132)
407,n8991393661,8991393661,7200066.19390494,2159367.3115573,available,480,True,0.21,Begum Energy,Level 3,POINT (7200066.19390494 2159367.3115573)
408,n8999577564,8999577564,7185384.63213692,2392741.63314137,unavailable,120,True,0.67,Begum Energy,Level 1,POINT (7185384.63213692 2392741.63314137)
409,n9004247474,9004247474,6842085.73211054,2326036.27806247,unavailable,480,False,0.51,S4M3T Energy,Level 3,POINT (6842085.73211054 2326036.27806247)
410,n9007881027,9007881027,6599634.83490933,1759744.48831672,available,120,False,0.65,Tosuns Energy,Level 1,POINT (6599634.83490933 1759744.48831672)
411,n9007881028,9007881028,6599576.9508494,1759792.14419073,available,223,True,0.66,Begum Energy,Level 2,POINT (6599576.9508494 1759792.14419073)
412,n9015226829,9015226829,6719926.79569296,1878584.93541502,available,120,True,0.43,S4M3T Energy,Level 1,POINT (6719926.79569296 1878584.93541502)
413,n9019892325,9019892325,6688251.50159919,2352649.71815709,available,211,True,0.49,S4M3T Energy,Level 2,POINT (6688251.50159919 2352649.71815709)
414,n9020760227,9020760227,7059067.04638714,1617825.35117886,unavailable,120,False,0.49,Eticanium Energy,Level 1,POINT (7059067.04638714 1617825.35117886)
415,n9020760232,9020760232,7061574.44050627,1620045.60729078,available,480,True,0.6,S4M3T Energy,Level 3,POINT (7061574.44050627 1620045.60729078)
416,n9020760241,9020760241,7061669.37636673,1620137.74643331,available,234,False,0.31,Tosuns Energy,Level 2,POINT (7061669.37636673 1620137.74643331)
417,n9023162994,9023162994,7064433.10129956,1619581.71670875,available,120,True,0.21,Eticanium Energy,Level 1,POINT (7064433.10129956 1619581.71670875)
418,n9023484551,9023484551,6688238.37568725,2352705.12186766,available,236,False,0.63,Tosuns Energy,Level 2,POINT (6688238.37568725 2352705.12186766)
419,n9023484552,9023484552,6688241.22914457,2352693.1772863,available,228,True,0.39,S4M3T Energy,Level 2,POINT (6688241.22914457 2352693.1772863)
420,n9023484553,9023484553,6688254.4442318,2352640.22260453,available,228,True,0.43,Tosuns Energy,Level 2,POINT (6688254.4442318 2352640.22260453)
421,n9026251966,9026251966,7061854.78664709,1621430.64439523,available,120,True,0.27,Tosuns Energy,Level 1,POINT (7061854.78664709 1621430.64439523)
422,n9029385335,9029385335,6484485.45602376,2113984.35891171,available,480,False,0.46,Eticanium Energy,Level 3,POINT (6484485.45602376 2113984.35891171)
423,n9036281307,9036281307,6501204.34497222,2070354.9554129,available,216,False,0.27,S4M3T Energy,Level 2,POINT (6501204.34497222 2070354.9554129)
424,n9042630002,9042630002,7220561.12942155,2074044.46182406,available,120,False,0.34,S4M3T Energy,Level 1,POINT (7220561.12942155 2074044.46182406)
425,n9043642757,9043642757,6456722.50341629,2060596.58866242,available,228,True,0.28,Eticanium Energy,Level 2,POINT (6456722.50341629 2060596.58866242)
426,n9044134672,9044134672,7244371.09483887,2070833.7850706,available,120,True,0.42,Eticanium Energy,Level 1,POINT (7244371.09483887 2070833.7850706)
427,n9045626242,9045626242,6878043.46771736,2334998.91082886,unavailable,120,False,0.31,Tosuns Energy,Level 1,POINT (6878043.46771736 2334998.91082886)
428,n9060897403,9060897403,6897226.10846154,2199765.90060676,unavailable,480,False,0.47,Begum Energy,Level 3,POINT (6897226.10846154 2199765.90060676)
429,n9060999810,9060999810,6899333.42655991,2191315.09259514,available,120,False,0.31,S4M3T Energy,Level 1,POINT (6899333.42655991 2191315.09259514)
430,n9064450700,9064450700,6508734.78265704,2230131.84281239,available,120,True,0.42,Tosuns Energy,Level 1,POINT (6508734.78265704 2230131.84281239)
431,n9064647591,9064647591,6461811.68267893,2227088.80208011,available,120,True,0.6,Begum Energy,Level 1,POINT (6461811.68267893 2227088.80208011)
432,n9067744238,9067744238,7058034.07968345,1614178.13504225,unavailable,232,False,0.29,Begum Energy,Level 2,POINT (7058034.07968345 1614178.13504225)
433,n9070448392,9070448392,6461735.47917351,2454128.04276263,available,233,False,0.26,S4M3T Energy,Level 2,POINT (6461735.47917351 2454128.04276263)
434,n9081616235,9081616235,6588849.13320877,1743225.17682071,available,120,False,0.3,S4M3T Energy,Level 1,POINT (6588849.13320877 1743225.17682071)
435,n9083780359,9083780359,6845046.44985511,2333817.22103824,available,235,True,0.22,Tosuns Energy,Level 2,POINT (6845046.44985511 2333817.22103824)
436,n9083780360,9083780360,6845078.19583223,2333823.47719362,available,120,False,0.22,S4M3T Energy,Level 1,POINT (6845078.19583223 2333823.47719362)
437,n9084454908,9084454908,6688249.64684948,2352660.90576592,available,223,True,0.7,Eticanium Energy,Level 2,POINT (6688249.64684948 2352660.90576592)
438,n9085919042,9085919042,6490452.18328403,2121911.19721212,available,120,True,0.4,Begum Energy,Level 1,POINT (6490452.18328403 2121911.19721212)
439,n9103717507,9103717507,6560712.1616291,1993175.21548679,unavailable,213,False,0.54,Begum Energy,Level 2,POINT (6560712.1616291 1993175.21548679)
440,n9103732360,9103732360,6563232.36052363,1995358.85861819,unavailable,480,True,0.51,Tosuns Energy,Level 3,POINT (6563232.36052363 1995358.85861819)
441,n9111597625,9111597625,6830854.04078423,2479371.60746745,unavailable,210,False,0.23,Tosuns Energy,Level 2,POINT (6830854.04078423 2479371.60746745)
442,n9117148847,9117148847,6638745.93694738,1895180.42283859,available,120,True,0.2,Tosuns Energy,Level 1,POINT (6638745.93694738 1895180.42283859)
443,n9119462270,9119462270,6523340.92616775,1878448.36866372,unavailable,222,False,0.55,Begum Energy,Level 2,POINT (6523340.92616775 1878448.36866372)
444,n9141414968,9141414968,7007816.64382466,2573636.09511112,unavailable,480,True,0.67,Eticanium Energy,Level 3,POINT (7007816.64382466 2573636.09511112)
445,n9151731117,9151731117,6465247.23948487,2112170.24083,unavailable,214,False,0.35,Tosuns Energy,Level 2,POINT (6465247.23948487 2112170.24083)
446,n9158504480,9158504480,6833120.43982164,2319887.5459885,unavailable,120,False,0.56,Begum Energy,Level 1,POINT (6833120.43982164 2319887.5459885)
447,n9165722443,9165722443,7058692.96161823,1615624.53145003,unavailable,120,True,0.28,Tosuns Energy,Level 1,POINT (7058692.96161823 1615624.53145003)
448,n9173747219,9173747219,6554898.92864038,2257997.73849792,available,120,True,0.25,Tosuns Energy,Level 1,POINT (6554898.92864038 2257997.73849792)
449,n9173770588,9173770588,6734283.21641171,2163790.66944761,unavailable,480,True,0.68,Eticanium Energy,Level 3,POINT (6734283.21641171 2163790.66944761)
450,n9175340406,9175340406,6540534.3552684,2529577.09856539,available,222,True,0.22,Begum Energy,Level 2,POINT (6540534.3552684 2529577.09856539)
451,n9178828618,9178828618,6492437.29217146,2118335.13649403,unavailable,120,True,0.32,Eticanium Energy,Level 1,POINT (6492437.29217146 2118335.13649403)
452,n9178828619,9178828619,6492438.12807753,2118325.60754562,unavailable,222,False,0.34,S4M3T Energy,Level 2,POINT (6492438.12807753 2118325.60754562)
453,n9178828620,9178828620,6492438.89432482,2118315.97840966,unavailable,120,True,0.24,Tosuns Energy,Level 1,POINT (6492438.89432482 2118315.97840966)
454,n9180046959,9180046959,6545358.39247793,1988148.88444264,unavailable,120,True,0.54,Tosuns Energy,Level 1,POINT (6545358.39247793 1988148.88444264)
455,n9182682552,9182682552,6449268.00042599,2245218.55038553,unavailable,120,False,0.63,Tosuns Energy,Level 1,POINT (6449268.00042599 2245218.55038553)
456,n9188019269,9188019269,7065613.5986653,1613990.94018653,available,238,False,0.31,Eticanium Energy,Level 2,POINT (7065613.5986653 1613990.94018653)
457,n9188019285,9188019285,7064654.79326665,1618054.48008676,unavailable,120,False,0.37,S4M3T Energy,Level 1,POINT (7064654.79326665 1618054.48008676)
458,n9196098089,9196098089,6494649.53384951,2076976.0383502,unavailable,212,False,0.34,Eticanium Energy,Level 2,POINT (6494649.53384951 2076976.0383502)
459,n9196133526,9196133526,6496323.04078198,2076963.29226851,unavailable,480,True,0.33,Eticanium Energy,Level 3,POINT (6496323.04078198 2076963.29226851)
460,n9199750780,9199750780,6991204.92792716,2070412.49645769,available,120,False,0.34,Begum Energy,Level 1,POINT (6991204.92792716 2070412.49645769)
461,n9199750781,9199750781,6992259.11296723,2068476.92881152,unavailable,120,True,0.34,Tosuns Energy,Level 1,POINT (6992259.11296723 2068476.92881152)
462,n9199750782,9199750782,6988888.90970273,2070052.37790498,unavailable,235,True,0.27,Eticanium Energy,Level 2,POINT (6988888.90970273 2070052.37790498)
463,n9199750783,9199750783,6989200.06625185,2070927.61626939,available,120,True,0.24,S4M3T Energy,Level 1,POINT (6989200.06625185 2070927.61626939)
464,n9199750784,9199750784,6989200.26988019,2070935.70919637,available,120,False,0.5,Eticanium Energy,Level 1,POINT (6989200.26988019 2070935.70919637)
465,n9199750785,9199750785,6987497.41510982,2072564.58051345,available,120,True,0.21,S4M3T Energy,Level 1,POINT (6987497.41510982 2072564.58051345)
466,n9200027866,9200027866,6978517.68991371,2079153.84834029,available,120,False,0.33,Tosuns Energy,Level 1,POINT (6978517.68991371 2079153.84834029)
467,n9200027867,9200027867,6982182.56432267,2072481.45824968,available,120,True,0.5,S4M3T Energy,Level 1,POINT (6982182.56432267 2072481.45824968)
468,n9200090738,9200090738,6987881.0153188,2077655.5993137,unavailable,221,False,0.62,S4M3T Energy,Level 2,POINT (6987881.0153188 2077655.5993137)
469,n9200090739,9200090739,6987871.85356273,2077654.92026481,available,480,True,0.32,S4M3T Energy,Level 3,POINT (6987871.85356273 2077654.92026481)
470,n9200090740,9200090740,6986481.68354179,2078667.98329077,unavailable,120,True,0.41,Begum Energy,Level 1,POINT (6986481.68354179 2078667.98329077)
471,n9200090741,9200090741,6986474.46645268,2078673.40454997,unavailable,209,False,0.46,Tosuns Energy,Level 2,POINT (6986474.46645268 2078673.40454997)
472,n9200090742,9200090742,6988021.9966364,2080954.17393709,unavailable,120,False,0.64,Begum Energy,Level 1,POINT (6988021.9966364 2080954.17393709)
473,n9200090743,9200090743,6992581.79041799,2082736.36558884,unavailable,480,False,0.26,Begum Energy,Level 3,POINT (6992581.79041799 2082736.36558884)
474,n9200090744,9200090744,6988192.2806599,2078023.53249467,unavailable,120,True,0.23,Tosuns Energy,Level 1,POINT (6988192.2806599 2078023.53249467)
475,n9200090745,9200090745,6987557.54691679,2076908.03327328,unavailable,120,True,0.6,S4M3T Energy,Level 1,POINT (6987557.54691679 2076908.03327328)
476,n9200090746,9200090746,6987564.11720939,2076903.21313933,available,218,True,0.24,Eticanium Energy,Level 2,POINT (6987564.11720939 2076903.21313933)
477,n9200090747,9200090747,6988185.32115471,2080399.0013726,available,120,False,0.67,S4M3T Energy,Level 1,POINT (6988185.32115471 2080399.0013726)
478,n9200445251,9200445251,6978623.78705902,2066410.08208986,available,120,False,0.48,Tosuns Energy,Level 1,POINT (6978623.78705902 2066410.08208986)
479,n9200445252,9200445252,6978624.15680236,2066419.3661354,unavailable,228,True,0.34,Begum Energy,Level 2,POINT (6978624.15680236 2066419.3661354)
480,n9200446465,9200446465,6987145.14694931,2078428.12318396,unavailable,218,False,0.21,Tosuns Energy,Level 2,POINT (6987145.14694931 2078428.12318396)
481,n9200446466,9200446466,6987148.55222016,2078435.92668026,unavailable,211,False,0.69,S4M3T Energy,Level 2,POINT (6987148.55222016 2078435.92668026)
482,n9201761430,9201761430,6990092.34145206,2080150.6141928,available,120,True,0.57,Tosuns Energy,Level 1,POINT (6990092.34145206 2080150.6141928)
483,n9202921212,9202921212,6670179.85018893,2505218.90229864,unavailable,120,True,0.54,S4M3T Energy,Level 1,POINT (6670179.85018893 2505218.90229864)
484,n9202921213,9202921213,6670167.3227106,2505201.97060409,available,120,True,0.6,Begum Energy,Level 1,POINT (6670167.3227106 2505201.97060409)
485,n9213287449,9213287449,6981590.71479285,2074305.27225904,available,120,True,0.52,Tosuns Energy,Level 1,POINT (6981590.71479285 2074305.27225904)
486,n9214445017,9214445017,7202336.07606362,2164207.46075309,unavailable,120,False,0.32,Eticanium Energy,Level 1,POINT (7202336.07606362 2164207.46075309)
487,n9216668323,9216668323,6648706.70817143,1906679.82642507,unavailable,120,True,0.58,Begum Energy,Level 1,POINT (6648706.70817143 1906679.82642507)
488,n9218457875,9218457875,6662628.51543193,2513544.63173041,unavailable,209,False,0.27,S4M3T Energy,Level 2,POINT (6662628.51543193 2513544.63173041)
489,n9223154707,9223154707,6779679.15333251,2157855.225518,available,120,False,0.53,S4M3T Energy,Level 1,POINT (6779679.15333251 2157855.225518)
490,n9223189489,9223189489,6837773.64146184,2340974.54109464,available,120,False,0.24,Begum Energy,Level 1,POINT (6837773.64146184 2340974.54109464)
491,n9235761894,9235761894,6659319.32697713,2520177.68151297,available,120,False,0.28,Tosuns Energy,Level 1,POINT (6659319.32697713 2520177.68151297)
492,n9235761895,9235761895,6659323.50318991,2520197.59656987,unavailable,480,False,0.21,Begum Energy,Level 3,POINT (6659323.50318991 2520197.59656987)
493,n9247931686,9247931686,7206950.14849023,1802226.07654597,available,120,True,0.5,Begum Energy,Level 1,POINT (7206950.14849023 1802226.07654597)
494,n9250545601,9250545601,6495156.08674162,2128003.20087358,available,480,False,0.62,Tosuns Energy,Level 3,POINT (6495156.08674162 2128003.20087358)
495,n9250545616,9250545616,6494021.7814807,2127687.75483252,available,480,True,0.47,Eticanium Energy,Level 3,POINT (6494021.7814807 2127687.75483252)
496,n9261400158,9261400158,6398153.71306084,2156955.54139341,available,120,True,0.46,Tosuns Energy,Level 1,POINT (6398153.71306084 2156955.54139341)
497,n9267292613,9267292613,6833179.97104993,2319945.32080422,available,120,True,0.25,Tosuns Energy,Level 1,POINT (6833179.97104993 2319945.32080422)
498,n9267303438,9267303438,7067492.55980088,1618295.46452043,unavailable,219,False,0.37,Begum Energy,Level 2,POINT (7067492.55980088 1618295.46452043)
499,n9269725995,9269725995,6520193.22040712,2047492.70385928,unavailable,480,False,0.54,Tosuns Energy,Level 3,POINT (6520193.22040712 2047492.70385928)
500,n9269908549,9269908549,6518397.78660586,1830989.1627995,available,120,True,0.4,Eticanium Energy,Level 1,POINT (6518397.78660586 1830989.1627995)
501,n9281504114,9281504114,6611160.61099832,1926530.21783579,unavailable,480,False,0.43,S4M3T Energy,Level 3,POINT (6611160.61099832 1926530.21783579)
502,n9283920711,9283920711,6758586.31224931,2356722.36399166,available,120,False,0.54,S4M3T Energy,Level 1,POINT (6758586.31224931 2356722.36399166)
503,n9287579432,9287579432,7209636.58715783,1803572.53031491,available,217,True,0.63,S4M3T Energy,Level 2,POINT (7209636.58715783 1803572.53031491)
504,n9287628253,9287628253,6492792.76882458,2115860.88269996,unavailable,480,False,0.37,Begum Energy,Level 3,POINT (6492792.76882458 2115860.88269996)
505,n9287653248,9287653248,6493261.01397086,2116758.73005296,unavailable,208,True,0.43,Begum Energy,Level 2,POINT (6493261.01397086 2116758.73005296)
506,n9287658983,9287658983,6491914.74546699,2115806.89274693,unavailable,216,False,0.37,Begum Energy,Level 2,POINT (6491914.74546699 2115806.89274693)
507,n9287694812,9287694812,6494026.81529471,2112985.33327354,available,120,False,0.26,Begum Energy,Level 1,POINT (6494026.81529471 2112985.33327354)
508,n9287694813,9287694813,6494028.10423028,2112994.27222865,available,120,False,0.31,Begum Energy,Level 1,POINT (6494028.10423028 2112994.27222865)
509,n9287710274,9287710274,6493665.5380368,2117947.978437,unavailable,120,False,0.54,Begum Energy,Level 1,POINT (6493665.5380368 2117947.978437)
510,n9287711993,9287711993,6495880.14580921,2117019.60727963,unavailable,238,True,0.35,S4M3T Energy,Level 2,POINT (6495880.14580921 2117019.60727963)
511,n9287713864,9287713864,6493893.18511603,2111177.41568746,unavailable,120,True,0.5,Eticanium Energy,Level 1,POINT (6493893.18511603 2111177.41568746)
512,n9287716929,9287716929,6497554.80729321,2103431.85004586,available,480,True,0.22,Eticanium Energy,Level 3,POINT (6497554.80729321 2103431.85004586)
513,n9287717017,9287717017,6496546.82315623,2112327.08999253,available,480,False,0.67,S4M3T Energy,Level 3,POINT (6496546.82315623 2112327.08999253)
514,n9287717739,9287717739,6488222.36673206,2097823.27353707,available,480,True,0.63,Tosuns Energy,Level 3,POINT (6488222.36673206 2097823.27353707)
515,n9287720000,9287720000,6491293.67743398,2113422.55170558,unavailable,480,False,0.41,Eticanium Energy,Level 3,POINT (6491293.67743398 2113422.55170558)
516,n9287727306,9287727306,6498444.1807571,2100320.3144309,available,231,False,0.58,Begum Energy,Level 2,POINT (6498444.1807571 2100320.3144309)
517,n9287749387,9287749387,6490824.96876353,2113392.48431111,unavailable,120,False,0.23,Eticanium Energy,Level 1,POINT (6490824.96876353 2113392.48431111)
518,n9287754054,9287754054,6491766.50471597,2112760.46790214,unavailable,480,True,0.32,Tosuns Energy,Level 3,POINT (6491766.50471597 2112760.46790214)
519,n9287771020,9287771020,6492002.52794772,2113953.20058624,unavailable,120,False,0.47,S4M3T Energy,Level 1,POINT (6492002.52794772 2113953.20058624)
520,n9287896131,9287896131,6490784.19154316,2117471.5532803,available,120,False,0.69,Begum Energy,Level 1,POINT (6490784.19154316 2117471.5532803)
521,n9287899561,9287899561,6491208.04414633,2117386.28255036,available,480,False,0.22,Begum Energy,Level 3,POINT (6491208.04414633 2117386.28255036)
522,n9287904325,9287904325,6491326.04697731,2116357.25630941,available,120,True,0.33,S4M3T Energy,Level 1,POINT (6491326.04697731 2116357.25630941)
523,n9287914347,9287914347,6491329.14638077,2122023.61876587,available,480,True,0.24,Tosuns Energy,Level 3,POINT (6491329.14638077 2122023.61876587)
524,n9287930428,9287930428,6490102.83071567,2120475.45407961,unavailable,120,False,0.23,Eticanium Energy,Level 1,POINT (6490102.83071567 2120475.45407961)
525,n9287947871,9287947871,6493029.53531745,2121959.95514909,unavailable,120,False,0.63,Tosuns Energy,Level 1,POINT (6493029.53531745 2121959.95514909)
526,n9287954445,9287954445,6491539.17719449,2119940.99807237,unavailable,480,False,0.52,S4M3T Energy,Level 3,POINT (6491539.17719449 2119940.99807237)
527,n9287955705,9287955705,6489322.49017405,2123976.69696794,unavailable,229,True,0.58,Tosuns Energy,Level 2,POINT (6489322.49017405 2123976.69696794)
528,n9287962209,9287962209,6491677.8714905,2118861.03203244,available,480,True,0.59,Tosuns Energy,Level 3,POINT (6491677.8714905 2118861.03203244)
529,n9287968096,9287968096,6490586.66339631,2125639.43167413,available,480,True,0.65,S4M3T Energy,Level 3,POINT (6490586.66339631 2125639.43167413)
530,n9287968097,9287968097,6490589.43171774,2125632.04005994,unavailable,480,False,0.65,Tosuns Energy,Level 3,POINT (6490589.43171774 2125632.04005994)
531,n9287975936,9287975936,6492938.20656605,2121324.35425251,unavailable,235,False,0.44,Tosuns Energy,Level 2,POINT (6492938.20656605 2121324.35425251)
532,n9287989039,9287989039,6491866.57955709,2120010.46143462,unavailable,480,False,0.51,S4M3T Energy,Level 3,POINT (6491866.57955709 2120010.46143462)
533,n9288002333,9288002333,6494613.59779828,2124209.09866887,available,120,False,0.3,Begum Energy,Level 1,POINT (6494613.59779828 2124209.09866887)
534,n9288017782,9288017782,6487226.619689,2112562.47505581,unavailable,480,False,0.52,Eticanium Energy,Level 3,POINT (6487226.619689 2112562.47505581)
535,n9288017783,9288017783,6487223.93950828,2112569.71082271,available,120,True,0.4,Eticanium Energy,Level 1,POINT (6487223.93950828 2112569.71082271)
536,n9288032464,9288032464,6493282.73229809,2121580.40021328,unavailable,238,True,0.38,S4M3T Energy,Level 2,POINT (6493282.73229809 2121580.40021328)
537,n9288036554,9288036554,6486469.0157964,2113553.91983666,available,480,True,0.65,Begum Energy,Level 3,POINT (6486469.0157964 2113553.91983666)
538,n9288044297,9288044297,6486273.34793808,2112032.17126557,available,219,False,0.46,Begum Energy,Level 2,POINT (6486273.34793808 2112032.17126557)
539,n9288060849,9288060849,6489005.77196274,2116748.65563904,available,120,True,0.42,Eticanium Energy,Level 1,POINT (6489005.77196274 2116748.65563904)
540,n9288067647,9288067647,6486582.9660845,2114801.8669882,available,480,True,0.61,S4M3T Energy,Level 3,POINT (6486582.9660845 2114801.8669882)
541,n9288067989,9288067989,6485136.35908954,2122814.52148406,unavailable,480,True,0.62,Eticanium Energy,Level 3,POINT (6485136.35908954 2122814.52148406)
542,n9288080968,9288080968,6488851.07289844,2118011.49733845,unavailable,228,False,0.26,Tosuns Energy,Level 2,POINT (6488851.07289844 2118011.49733845)
543,n9288081353,9288081353,6490376.7785717,2120280.77855411,available,120,True,0.25,S4M3T Energy,Level 1,POINT (6490376.7785717 2120280.77855411)
544,n9288086129,9288086129,6485378.26633909,2114517.44568922,unavailable,480,False,0.61,Eticanium Energy,Level 3,POINT (6485378.26633909 2114517.44568922)
545,n9288090394,9288090394,6485714.59577372,2115122.52278143,unavailable,120,True,0.57,Tosuns Energy,Level 1,POINT (6485714.59577372 2115122.52278143)
546,n9288120925,9288120925,6486120.21373628,2121194.19950387,available,232,False,0.36,Begum Energy,Level 2,POINT (6486120.21373628 2121194.19950387)
547,n9288122277,9288122277,6483598.15194855,2112824.22057451,unavailable,120,False,0.39,Tosuns Energy,Level 1,POINT (6483598.15194855 2112824.22057451)
548,n9288122278,9288122278,6483600.98752407,2112821.17042047,available,120,True,0.32,Tosuns Energy,Level 1,POINT (6483600.98752407 2112821.17042047)
549,n9288131983,9288131983,6489248.48837062,2119105.76793294,unavailable,120,False,0.32,Begum Energy,Level 1,POINT (6489248.48837062 2119105.76793294)
550,n9288131984,9288131984,6489242.81335955,2119111.34503943,available,238,False,0.69,Begum Energy,Level 2,POINT (6489242.81335955 2119111.34503943)
551,n9288137393,9288137393,6504577.732645,2104448.07454537,unavailable,120,False,0.31,S4M3T Energy,Level 1,POINT (6504577.732645 2104448.07454537)
552,n9288139244,9288139244,6490130.89537402,2117943.91527559,available,220,True,0.35,Eticanium Energy,Level 2,POINT (6490130.89537402 2117943.91527559)
553,n9288149592,9288149592,6501653.57413045,2109002.44434439,unavailable,480,False,0.31,S4M3T Energy,Level 3,POINT (6501653.57413045 2109002.44434439)
554,n9288168865,9288168865,6512253.82150862,2102909.31635608,unavailable,237,False,0.33,Begum Energy,Level 2,POINT (6512253.82150862 2102909.31635608)
